,X,X,X,X,X,X,X,Y,Y,Y
,X.0,X.1,X.2,X.3,X.4,X.5,X.6,Y.0,Y.1,Y.2
1,0.7230174458467951,2.603308205576425,0.23813844644051252,0.5779161658720321,-0.8320992043686509,-1.6095543241419286,-0.2519485206570363,0.7986615285745121,0.09531035255938958,-1.0253527089808692
2,0.27974601933439047,0.4834278737949402,-1.3802035295335608,-0.02237682344584894,-7.034483825301131,-0.4457932880084167,0.7182950545820487,-0.6502671109559326,-0.7694810323778244,0.09973874408136116
3,-1.6181268507076643,-1.0251340044724875,-7.034483825301131,0.9357083887239678,-0.5752036199396771,-1.4039333639359879,-1.7429622230624224,-2.705040247125074,2.6402622780812224,4.812830155239449
4,-0.7250767147632093,-0.6768583983546713,1.0263743654077566,-0.3387095658649197,0.42733549083387723,-0.7985416592607805,0.7290480779600609,-0.41224612652664805,-0.7515518542505596,-0.3747657971885621
5,-0.11262933369851934,1.1365555430182603,0.40339811884695076,0.12877541267985526,0.5207350065505105,-0.8215284051539513,0.5367625671691668,0.8959882617320646,0.4664411685519226,-0.6418093318570901
6,0.6395954079222183,0.6195941730818418,0.43040667294817714,-0.5036444326969186,-0.7521489791743137,-0.23491192805151942,0.434306329570417,0.5408916816313861,-0.19434419968685004,-0.8683405047844983
7,-0.3952442961416024,-1.0984905652743626,-1.0380913897465214,0.08664106251198989,2.02129602328365,0.8781553327047109,0.056926788706445984,-0.40361043917800915,-0.7909623349283452,-0.34856433006408843
9,-0.35092892752551574,1.9120766022075077,-2.2792852660734018,0.06143886138407229,0.08934084708020745,0.9279419644057822,-0.36482743015600144,0.07646763035557945,-0.6054844299866917,-0.5736287635177792
10,0.0116079806050335,-0.30769963799217204,-1.0240478261988233,1.5457813008060213,-0.04431262936148233,-0.009244668046024265,-1.578913759399325,-0.4937461310624355,-0.7860610430721564,0.05896524969443598
11,-0.2556830167995627,-0.06918192720813288,0.341467585398268,-0.21674300277798608,1.7324172908574993,-0.6998753172588043,0.6249505630626475,0.4090272506354881,-0.37504254825361716,-0.4973948755535032
12,0.5701051852663231,1.120769337116427,1.4281242247093116,0.29167673639193237,0.7788087538440918,-0.10047893558286657,-1.1272788710894268,1.7092674125712088,2.228467336635409,-1.0922081478709935
14,-0.42220530966008574,0.6815027123503716,1.7851684810352115,0.5484636254509487,0.7675564558105142,1.6331806085692702,1.8133053098312701,2.2173549175426666,3.890988676258613,3.1273817645303748
15,-0.23013991631541808,-0.4146914537422674,1.0839782287102726,-0.25984003344014067,0.09772247009202402,-1.3402779158766633,-0.7317495082670787,-0.650740558027437,-0.7620514217885245,0.30316676778824875
16,-0.281394062677828,0.9109628626888777,0.7451613136558036,-0.7266231854744882,1.2011752827928435,0.7294439741385821,-0.15056565387048002,1.0131629757289602,0.677067283458925,-0.31630952904746973
18,0.5798577556457589,1.2201328788114207,-0.8933599429051556,1.4434470942888766,-7.034483825301131,0.26709423416505385,0.8299905487036746,0.878444587784472,0.4209173614629351,-0.633311382123872
19,1.1779520643371608,-1.145494050000517,0.22965625153634592,-0.15705857732856407,-1.1290682889705352,0.4620060765226588,-0.5201097251566829,-0.26361084900771,-0.7644245185247829,-0.12995964251377484
20,0.649771461455364,0.5796173267974277,-1.4713988540128258,1.0745406806390831,-1.0680400020405905,0.10686013997680811,-0.2776624611810759,0.1712668852858841,-0.5395381600564961,-0.5724663888065279
21,-1.1171392961012168,0.49283378711611653,-0.5595229015444095,0.6695227316502704,0.9099470812906055,1.4929196955245463,0.2669269762721167,0.5039451028190766,-0.20582726157479464,0.12624383462931224
23,-0.9743296261089538,0.8736649978157537,-0.32257189057562907,-1.141746392777088,-2.4974304227281845,-1.382089794142328,0.8183677122605263,-1.5045684384243434,-0.015083116856278604,1.38056879639137
24,1.6761550057644423,0.19936968025660373,-1.359118114148516,-2.7348634101941514,-1.0533931811051789,-0.9832698344489712,-0.2605004998778513,-1.1701493385503032,-0.6089635437826985,1.9883250194482234
26,-1.388458154623255,0.6710080888312432,-0.5307955929907968,0.5582271169967441,-2.75599769188325,-0.15054902512727977,-0.41844542964322085,-1.1554370876814943,-0.454251947069523,0.8452335723059138
27,-1.101841502614207,-0.07755393920839264,-0.47460086313811195,-0.41061591610566384,1.3729818997781584,0.6052763581018734,-0.8097226514445882,-0.6723212692637824,-0.7337237178633408,-0.2582331612640582
28,1.2117082201575713,-0.35178265454062196,0.640225560093069,0.5878448636604597,1.440298755977852,0.12352792960468412,-1.360145244496584,1.215102934300335,1.2090051926930119,-0.9156281757804603
29,-0.6723136641029102,-0.774663588117345,0.7671306260239593,1.0451600418565834,-1.2657512710675765,0.9668453301219072,0.15684626123472137,-0.13892410292940607,-0.7263453878688478,-0.40421583294484437
30,0.21157467098008043,0.8494614560947685,-0.8103123492813757,-1.0796532436879933,0.039162045692829224,0.5085755493132161,0.11508009296573747,-0.0677466100925727,-0.6519873820039733,-0.4986820522867855
31,-0.4586411030653957,0.629742489129535,0.3240212379579986,-1.0074510153992828,-1.2845665733481375,0.3015765934617367,1.466841705807536,-0.1646346532620578,-0.7604227935604201,-0.374886247421102
32,-0.2216596269087036,-0.730333797522197,0.7343107249083877,0.8484033097576035,-0.12809776703849954,-0.17571842446390915,-0.5975172414326884,-0.15308390051310677,-0.6948528837928131,-0.32076734065972085
34,0.8118065145041926,0.5502345888812218,0.5419140333362876,-1.992225026586441,2.1709836244269134,-1.7077708418906508,-0.34719280171736955,0.48359344979467916,-0.1715575701126,-0.7672525054590454
35,-1.0430744023513978,0.7572168235078002,-2.1802992125181535,0.37135228132158077,-0.7744837879116129,0.7622449683031061,0.4802489522523452,-0.5860450248577197,-0.7754575812583192,-0.17267282313468885
37,-0.9224840418377682,-0.49810439902450737,-1.0523427306319568,-0.5714107950261139,-0.41472160063408786,-1.2630345541067745,-0.3296654948749731,-2.3561558387762007,1.6833114236207931,3.4025136840282832
38,-0.029729786316173994,0.3468275973151865,1.5004395632642513,0.4627658188967531,-0.06938882442783725,-1.1759772836027358,-0.48257208884726843,0.4785296812163067,-0.28585816336146574,-0.7698879516960775
39,-0.4494768174795649,-0.17013788122497117,-2.4074369206234745,0.3803429333615187,-0.1365161692872189,-1.0384665530714905,0.48955721672792885,-1.1515270212079587,-0.3627925411800112,0.3742968060357025
40,-0.5915521329293736,-1.8420307959551399,0.2127406674993747,-1.3203549933958578,0.1313237158229121,-0.30359877567601673,-1.3195353020762493,-1.9502277138275237,0.7209426024846073,2.500265840502949
41,1.3027942122413774,-0.19560936913317373,-0.2113338459503541,-0.5912504449063605,1.8126710559087678,-1.05276772464568,0.8417266058111408,0.5822286273630803,-0.02792414931025812,-0.6473238033880718
42,1.1296988178436034,0.20789410705072414,-0.41986709407522943,-1.451607523039095,0.872702051890218,0.4991762713883979,-1.4729358280106406,0.215166232660466,-0.5319509208272973,-0.6418225866162883
43,-2.0570945200820514,-0.9836538483748252,1.2466586382840432,-1.6141033593570675,0.4828745333001037,0.6974096851059233,0.6452005113768353,-0.6318075285743302,-0.8313265777311079,-0.25847174025542086
45,0.17787375461449073,0.22498904119153992,0.847156992256781,-0.1910817933955022,0.8973938769747882,0.015592163244226293,-0.7757290701136064,0.7342505620831654,0.18169978486366425,-0.9153087877800077
46,1.0839418238522163,1.333270796760101,0.9203372188462742,-0.43811721922410635,1.3313475044047283,0.6557761010574756,-0.43658102418562894,2.1303556361893907,3.6128520916503364,-0.25181198009965094
47,-0.19631157796358492,0.039426741141454655,-0.5887196147014022,1.7021037000296382,-0.8439549310147416,0.15697150475928887,0.7076244520391451,0.0807038857952829,-0.5369591818532111,-0.4949134454283123
49,0.6911733576967403,-0.7087010307395639,-0.7433468134190994,-0.3924540224232233,0.5112018196807082,-0.6377478936973405,1.0066554551964704,-0.21226095559207006,-0.721413208821079,-0.3208200734787178
