,X,X,X,X,X,X,X,Y,Y,Y
,X.0,X.1,X.2,X.3,X.4,X.5,X.6,Y.0,Y.1,Y.2
0,0.4707001112282966,1.374015166931219,-0.2630600636851663,-0.5217332632036285,-1.2554661644738148,0.8684375442610908,0.30673990242095833,0.5996793593087402,-0.1694488408642577,-0.743187074618759
1,0.7876271129951247,2.1683782343868447,0.32182670176594186,0.5706803678942511,-0.7902564006780878,-1.8327305907962574,-0.2444429249956124,0.8744273552096274,0.15659583403052896,-1.0923307181736448
2,0.3256850255537033,0.4578486826723011,-1.2699910855597794,-0.024688972087619103,-2.6027718414236096,-0.4915304258549871,0.7230310758695447,-0.6037079823772477,-0.7403827343345953,0.07976479990072063
3,-1.5253161767011132,-1.054723571576661,-2.1939472416501404,0.9234843334909232,-0.5396653605884717,-1.5528744910714762,-1.6953279562920938,-2.6999000931771926,2.7962698345738795,4.989759720098226
6,0.6993733539583581,0.5914935308522323,0.5261427716437338,-0.5027573212879033,-0.7126550594036221,-0.27426267371149327,0.4393763079752977,0.6114615269860432,-0.14383954277787464,-0.9287588589077616
7,-0.3567239484629677,-1.1302202668333505,-0.9554385603934233,0.08358741007629811,2.3909409858003947,0.8442003335163591,0.06299629649716484,-0.35207934252603346,-0.7626635622244142,-0.38726747779962184
8,-0.7933445496167956,0.5620370208896316,-0.8055248793195414,-0.5122222362868377,0.5873431120084952,0.6549813985472686,-1.4660749396347557,-0.7530655611436742,-0.5976435682771619,0.1744888256008696
9,-0.31247981176272693,1.7709705156138609,-1.9165680219309498,0.05855978847576091,0.12092828906390173,0.8931959809018171,-0.3566030446595645,0.1376758738578827,-0.5702822451394784,-0.621734652011127
10,0.05231435560941486,-0.328357630261004,-0.9421431220559588,1.5140445090299548,-0.013094617513354105,-0.04410823965722741,-1.5427255531946487,-0.4440319395810478,-0.7575798462798768,0.03728787067237109
12,0.6264083486020317,1.0753694571890249,1.8039241154543957,0.28709657293980273,0.823434438944294,-0.13690774119078528,-1.1086350285263284,1.8033887264102484,2.36914805298388,-1.161979243250188
13,0.9460295047702373,-1.0403325271630324,-1.2328958575276685,-0.7568338983611266,-0.5787574168890667,0.9057826227010857,0.5802642587740462,-0.6614159420433863,-0.7352633324416642,-0.08596841155712141
14,-0.38360394128650194,0.6520207708756267,7.0344869100478356,0.5415412237582858,0.8117593584469894,1.5670523005042305,1.8218740220207352,2.3217179768611493,4.093547760319029,3.233896675081841
15,-0.19150150430588422,-0.4357236506196164,1.2822699879046735,-0.26060223381099346,0.1293520417140633,-1.4737197956420747,-0.7200902652648812,-0.6041909729316303,-0.732676596662578,0.29169163854890334
17,1.270382708711555,-2.223160201672332,1.5607317420334512,-0.9099726951324765,0.1971257103002784,0.2612045993400658,0.9710018811252527,0.6287161295402449,-0.06930130196311012,-0.5073693395406303
18,0.6366211437124496,1.1689908069409818,-0.8173062297082951,1.4166946063591344,-2.280385588742474,0.23521912846035253,0.8346896288126486,0.9558186369757504,0.4943218033024789,-0.6839106907542403
19,1.2893603074657394,-1.1787884759132403,0.3129121685916347,-0.1584879471938389,-1.07435023725082,0.4308054312909552,-0.5106689713942979,-0.20925771844283364,-0.7351380190936485,-0.15952992472303887
20,0.7100981878041801,0.5523268101784894,-1.3499432897274708,1.0595252146104548,-1.0166064140250732,0.07355617806380396,-0.27000382935144934,0.23438603947018016,-0.501881481878751,-0.6205237156150922
21,-1.0638604767342434,0.4671011824913446,-0.4910104033201859,0.6612351212397694,0.9602988432657984,1.4373836391934294,0.27235550850338835,0.5737701995766329,-0.15574999955635477,0.10737721998697504
22,-1.006669024492019,0.6831900400043909,-0.9290121739796117,-1.0440922716609058,0.8960079109178511,2.019954934504672,2.412133919168271,0.20621721996748427,-0.80632303734406,0.12784300412653624
23,-0.9265759125899847,0.8387396976428845,-0.254294960912934,-1.1344491888961281,-2.0978057089901703,-1.525419766620269,0.8230680201473534,-1.4752298410987803,0.04209356460688721,1.414105363631303
25,0.40621680926698184,-0.6376059974887347,-0.2107469563416966,0.29577887704055955,1.6945469016375148,0.9444358050370173,0.6912773144813184,1.0313721570410366,0.4992966458302913,0.39954009698732107
